text,label
Vintage Original Textbook - Revised and Updated Edition - Durable Choice,Books
Bantam Novel - Special Collector's Edition,Books
Macmillan Original Mystery Thriller - Pulitzer Prize Winning - Premium Choice,Books
Jabra Original Bluetooth Speaker - Fast Charging support - Bestselling Choice,Electronics
The Elegant Vans Chinos (Water Resistant),Clothing
"Luxury Clinique Body Lotion, Fragrance-Free",Beauty
Adidas Hoodie - Casual Everyday Wear,Clothing
Adidas Exclusive Jacket with Fleece Lined,Clothing
Zara Hoodie - Fleece Lined,Clothing
The Exclusive Jabra Mechanical Keyboard (120Hz OLED Display),Electronics
CeraVe Perfume - Matte Finish,Beauty
NARS Top-Rated Vitamin C Serum with 100% Vegan & Cruelty-Free,Beauty
Acer Original Power Bank - 4K Ultra HD - Elegant Choice,Electronics
Eufy Original Coffee Maker - Premium Stainless Steel - Classic Choice,Home
Lenovo Modern Power Bank with 120Hz OLED Display,Electronics
"Exclusive CeraVe Shampoo, 24-Hour Long Lasting",Beauty
The High-Quality Acer Power Bank (4K Ultra HD),Electronics
"Premium Dell Power Bank, Wi-Fi 6 Enabled",Electronics
Sony Exclusive Router with 120Hz OLED Display,Electronics
Buy Scholastic Graphic Novel (Mass Market Paperback),Books
Converse Track Pants - 100% Organic Cotton,Clothing
Buy Ralph Lauren Chinos (Water Resistant),Clothing
Exclusive Moisturizer: Clinique release featuring 24-Hour Long Lasting,Beauty
"Must-Have Lenovo Smart TV, 4K Ultra HD",Electronics
"Modern Adidas Hoodie, Athletic Performance Fit",Clothing
"Premium Macmillan Historical Fiction, New York Times Bestseller",Books
"The Elegant Asus Smartwatch (16GB RAM, 512GB NVMe SSD)",Electronics
Buy LG Bed Sheets (Premium Stainless Steel),Home
CeraVe Concealer - 100% Vegan & Cruelty-Free,Beauty
"Exclusive Philips Robot Vacuum, True HEPA Filter",Home
Penguin Original Poetry Collection - Fully Illustrated - Classic Choice,Books
Asus Original Smartwatch - Active Noise Cancelling - Exclusive Choice,Electronics
Mystery Thriller by Simon & Schuster | Fully Illustrated | Top-Rated,Books
The Durable CeraVe Perfume (Matte Finish),Beauty
Buy Breville Robot Vacuum (Smart LED Compatible),Home
The Elegant Levi's Polo Shirt (Fleece Lined),Clothing
Adidas Original Dress - Slim Fit - Bestselling Choice,Clothing
The Luxury Fenty Beauty Sunscreen (24-Hour Long Lasting),Beauty
Buy Tupperware Robot Vacuum (Premium Stainless Steel),Home
The Luxury Samsung Gaming Mouse (128GB Storage),Electronics
IKEA Luxury Office Chair with Ceramic Non-Stick,Home
Asus Bestselling Laptop with Fast Charging support,Electronics
Buy HP Smart TV (120Hz OLED Display),Electronics
The Elegant Philips Bed Sheets (Energy Efficient Rating),Home
Under Armour Luxury Chinos with Athletic Performance Fit,Clothing
L'Oreal Original Face Wash - 100% Vegan & Cruelty-Free - Luxury Choice,Beauty
Buy Maybelline Body Lotion (Matte Finish),Beauty
LG Affordable Laptop with Active Noise Cancelling,Electronics
Foundation by Estee Lauder | Fragrance-Free | Bestselling,Beauty
"Asus Elegant Router with 16GB RAM, 512GB NVMe SSD",Electronics
Estee Lauder Premium Foundation with Matte Finish,Beauty
"Modern Penguin Graphic Novel, Audiobook Narration Included",Books
Anker High-Quality Power Bank with 4K Ultra HD,Electronics
Cookbook by Simon & Schuster | New York Times Bestseller | Elegant,Books
LG Original Air Purifier - Ergonomic Lumbar Support - Affordable Choice,Home
"Affordable Scholastic Cookbook, Hardcover Edition",Books
Buy Sony Wireless Headphones (Waterproof IP68),Electronics
LG Elegant Router with 128GB Storage,Electronics
NARS Affordable Mascara with Fragrance-Free,Beauty
"Bestselling Converse Hoodie, Casual Everyday Wear",Clothing
"Bestselling Dell Smart TV, Wi-Fi 6 Enabled",Electronics
Calvin Klein T-Shirt - 4-Way Stretch Fabric,Clothing
"Sony Original Mechanical Keyboard - 16GB RAM, 512GB NVMe SSD - Luxury Choice",Electronics
Buy Ninja Toaster (Ergonomic Lumbar Support),Home
Macmillan Original Biography - Pulitzer Prize Winning - Premium Choice,Books
Buy Bosch Toaster (Quiet Operation),Home
Bestselling Sweater: Under Armour release featuring Breathable Mesh,Clothing
Buy Simon & Schuster Historical Fiction (Fully Illustrated),Books
"Luxury L'Oreal Foundation, 100% Vegan & Cruelty-Free",Beauty
"Affordable Cuisinart Office Chair, Quiet Operation",Home
Nike Original Sweater - Fleece Lined - Bestselling Choice,Clothing
"Affordable Ralph Lauren Running Shoes, Wrinkle-Free",Clothing
"Luxury Simon & Schuster Sci-Fi Novel, Hardcover Edition",Books
Bantam Exclusive Textbook with Fully Illustrated,Books
"Must-Have Estee Lauder Concealer, Matte Finish",Beauty
Exclusive Mascara: L'Oreal release featuring Dermatologist Tested For Sensitive Skin,Beauty
Ralph Lauren Original T-Shirt - Athletic Performance Fit - Affordable Choice,Clothing
"Durable Olay Foundation, Intensely Hydrating",Beauty
Neutrogena Mascara - Sulfate and Paraben Free,Beauty
Samsung Laptop - 128GB Storage,Electronics
Fenty Beauty Durable Moisturizer with Intensely Hydrating,Beauty
Anker Smartwatch - Wi-Fi 6 Enabled,Electronics
"Affordable Vintage Cookbook, Fully Illustrated",Books
Bed Sheets by LG | Smart LED Compatible | Modern,Home
Buy Cuisinart Blender (Quiet Operation),Home
Exclusive Smartphone: Apple release featuring 120Hz OLED Display,Electronics
Ninja Original Cookware Set - Ceramic Non-Stick - Bestselling Choice,Home
"Exclusive Adidas Jacket, Water Resistant",Clothing
Buy Anker Power Bank (Ultra-Slim Design),Electronics
Scholastic Top-Rated Programming Guide with Mass Market Paperback,Books
"Modern Whirlpool Coffee Maker, Quiet Operation",Home
Under Armour Shorts - Breathable Mesh,Clothing
Buy Acer Smartphone (Fast Charging support),Electronics
"Durable Macmillan Self-Help Book, Special Collector's Edition",Books
"Luxury Tommy Hilfiger T-Shirt, 4-Way Stretch Fabric",Clothing
"Luxury Scholastic Mystery Thriller, Special Collector's Edition",Books
Cookware Set by Breville | Premium Stainless Steel | Modern,Home
NARS Foundation - Fragrance-Free,Beauty
"Affordable Asus Smartphone, 128GB Storage",Electronics
Whirlpool Original Blender - Fully Programmable - Modern Choice,Home
Converse Original Running Shoes - Fleece Lined - Luxury Choice,Clothing
"HP Original Smart TV - 16GB RAM, 512GB NVMe SSD - Modern Choice",Electronics
Buy Anker Bluetooth Speaker (120Hz OLED Display),Electronics
The Top-Rated Anker Monitor (Wi-Fi 6 Enabled),Electronics
Liquid Lipstick by The Ordinary | Broad Spectrum SPF 50 | Exclusive,Beauty
Moisturizer by Clinique | 24-Hour Long Lasting | Luxury,Beauty
Simon & Schuster Novel - Fully Illustrated,Books
The Bestselling Olay Vitamin C Serum (Matte Finish),Beauty
Classic Smartphone: Bose release featuring 30-hour battery life,Electronics
Samsung Original Gaming Mouse - 128GB Storage - Affordable Choice,Electronics
"Durable LG Air Purifier, Egyptian Cotton King Size",Home
Must-Have Eye Shadow Palette: Neutrogena release featuring 100% Vegan & Cruelty-Free,Beauty
HarperCollins Original Novel - Hardcover Edition - Modern Choice,Books
Buy IKEA Robot Vacuum (Dishwasher Safe),Home
Buy Estee Lauder Foundation (24-Hour Long Lasting),Beauty
Must-Have Foundation: L'Oreal release featuring Infused with Hyaluronic Acid,Beauty
NARS Perfume - 100% Vegan & Cruelty-Free,Beauty
Fenty Beauty Original Eye Shadow Palette - Broad Spectrum SPF 50 - Must-Have Choice,Beauty
The Exclusive Vans Sweater (Breathable Mesh),Clothing
"Bestselling KitchenAid Stand Mixer, Dishwasher Safe",Home
Body Lotion by CeraVe | Intensely Hydrating | Must-Have,Beauty
"Bestselling Acer Monitor, 4K Ultra HD",Electronics
Luxury Shorts: Tommy Hilfiger release featuring Water Resistant,Clothing
Bed Sheets by Breville | Smart LED Compatible | Must-Have,Home
Anker Luxury Power Bank with Active Noise Cancelling,Electronics
Dyson Bestselling Bed Sheets with Ceramic Non-Stick,Home
Buy Ralph Lauren Hoodie (Slim Fit),Clothing
Buy Nike Hoodie (Water Resistant),Clothing
Penguin Original Graphic Novel - Pulitzer Prize Winning - Affordable Choice,Books
Must-Have Face Wash: The Ordinary release featuring Matte Finish,Beauty
"Modern Acer Tablet, Fast Charging support",Electronics
Dove Vitamin C Serum - Broad Spectrum SPF 50,Beauty
Under Armour Sweater - 4-Way Stretch Fabric,Clothing
The Classic Tupperware Microwave Oven (Energy Efficient Rating),Home
Face Wash by Olay | Anti-Aging Formula | Modern,Beauty
Cookbook by Simon & Schuster | Hardcover Edition | Top-Rated,Books
Stand Mixer by Bosch | Premium Stainless Steel | High-Quality,Home
Luxury Biography: HarperCollins release featuring Special Collector's Edition,Books
Converse Original Running Shoes - 4-Way Stretch Fabric - Luxury Choice,Clothing
The High-Quality Levi's Sneakers (Vintage Wash),Clothing
LG Tablet - Ultra-Slim Design,Electronics
Buy Maybelline Sunscreen (Fragrance-Free),Beauty
Modern Microwave Oven: Breville release featuring Egyptian Cotton King Size,Home
MAC Eye Shadow Palette - 24-Hour Long Lasting,Beauty
Buy Dove Shampoo (Fragrance-Free),Beauty
Dove Perfume - Fragrance-Free,Beauty
The Exclusive Adidas Running Shoes (Wrinkle-Free),Clothing
The Top-Rated Sony Wireless Headphones (Ultra-Slim Design),Electronics
Must-Have Concealer: NARS release featuring Broad Spectrum SPF 50,Beauty
High-Quality Graphic Novel: Bantam release featuring Signed Copy,Books
Samsung Original Mechanical Keyboard - 120Hz OLED Display - Affordable Choice,Electronics
Buy Scholastic Historical Fiction (Kindle eBook Edition),Books
Macmillan Original Historical Fiction - Signed Copy - Luxury Choice,Books
Puma Durable Shorts with Vintage Wash,Clothing
The Premium NARS Sunscreen (Broad Spectrum SPF 50),Beauty
The Luxury Scholastic Self-Help Book (New York Times Bestseller),Books
Calvin Klein Chinos - Breathable Mesh,Clothing
Scholastic Novel - Signed Copy,Books
Bose Original Mechanical Keyboard - Ultra-Slim Design - High-Quality Choice,Electronics
Poetry Collection by Vintage | Signed Copy | Must-Have,Books
Laptop by Anker | 4K Ultra HD | Durable,Electronics
"Bestselling Converse Dress, Slim Fit",Clothing
Acer Smart TV - Wi-Fi 6 Enabled,Electronics
MAC Top-Rated Shampoo with Broad Spectrum SPF 50,Beauty
Estee Lauder Concealer - Infused with Hyaluronic Acid,Beauty
Elegant Programming Guide: Simon & Schuster release featuring Hardcover Edition,Books
T-Shirt by Under Armour | Water Resistant | Must-Have,Clothing
Dove Original Sunscreen - Broad Spectrum SPF 50 - Exclusive Choice,Beauty
"Must-Have Cuisinart Toaster, Fully Programmable",Home
Buy Bantam Mystery Thriller (Pulitzer Prize Winning),Books
Buy Vans Sweater (Fleece Lined),Clothing
The Must-Have Penguin Mystery Thriller (Special Collector's Edition),Books
HarperCollins Durable Mystery Thriller with Special Collector's Edition,Books
The Luxury IKEA Stand Mixer (True HEPA Filter),Home
Dove Elegant Liquid Lipstick with Intensely Hydrating,Beauty
Philips Elegant Robot Vacuum with Dishwasher Safe,Home
"Affordable Vans Chinos, Wrinkle-Free",Clothing
Clinique Original Moisturizer - 100% Vegan & Cruelty-Free - Must-Have Choice,Beauty
LG Top-Rated Cookware Set with Dishwasher Safe,Home
Simon & Schuster Top-Rated Textbook with Kindle eBook Edition,Books
Zara T-Shirt - Breathable Mesh,Clothing
Buy Penguin Textbook (Mass Market Paperback),Books
The Must-Have Acer Gaming Mouse (Fast Charging support),Electronics
O'Reilly Original Historical Fiction - Audiobook Narration Included - Elegant Choice,Books
Durable Smartwatch: Apple release featuring Waterproof IP68,Electronics
CeraVe Original Mascara - 100% Vegan & Cruelty-Free - Bestselling Choice,Beauty
Monitor by HP | 30-hour battery life | Bestselling,Electronics
Penguin Poetry Collection - Special Collector's Edition,Books
Smartphone by Dell | Waterproof IP68 | Affordable,Electronics
T-Shirt by Adidas | 100% Organic Cotton | Top-Rated,Clothing
Classic Table Lamp: Philips release featuring Smart LED Compatible,Home
O'Reilly Durable Novel with Mass Market Paperback,Books
"Modern Nike Track Pants, Slim Fit",Clothing
Clinique Original Body Lotion - Sulfate and Paraben Free - High-Quality Choice,Beauty
Estee Lauder Eye Shadow Palette - Broad Spectrum SPF 50,Beauty
Levi's Jeans - Vintage Wash,Clothing
Face Wash by NARS | 100% Vegan & Cruelty-Free | Elegant,Beauty
Classic Cookbook: O'Reilly release featuring Fully Illustrated,Books
Buy MAC Eye Shadow Palette (100% Vegan & Cruelty-Free),Beauty
"Affordable Maybelline Mascara, Sulfate and Paraben Free",Beauty
Buy Neutrogena Foundation (Broad Spectrum SPF 50),Beauty
Buy Bantam Textbook (Mass Market Paperback),Books
Cookware Set by Tupperware | Ergonomic Lumbar Support | Must-Have,Home
Dress by Calvin Klein | Slim Fit | Premium,Clothing
Luxury Power Bank: HP release featuring Active Noise Cancelling,Electronics
The Modern The Ordinary Sunscreen (Intensely Hydrating),Beauty
O'Reilly Programming Guide - Special Collector's Edition,Books
Philips High-Quality Blender with Premium Stainless Steel,Home
The Luxury Bose Smartphone (30-hour battery life),Electronics
Estee Lauder Original Mascara - Intensely Hydrating - Exclusive Choice,Beauty
Fenty Beauty Moisturizer - Anti-Aging Formula,Beauty
Estee Lauder Original Liquid Lipstick - Matte Finish - Top-Rated Choice,Beauty
Buy Maybelline Concealer (Fragrance-Free),Beauty
Samsung Modern Power Bank with Fast Charging support,Electronics
Fenty Beauty Affordable Vitamin C Serum with Anti-Aging Formula,Beauty
"High-Quality LG Table Lamp, Dishwasher Safe",Home
IKEA Toaster - Ergonomic Lumbar Support,Home
Ninja Original Table Lamp - Energy Efficient Rating - Affordable Choice,Home
Hoodie by Tommy Hilfiger | Breathable Mesh | Durable,Clothing
Shorts by Ralph Lauren | Athletic Performance Fit | Modern,Clothing
Buy Lenovo Tablet (120Hz OLED Display),Electronics
"Top-Rated Samsung Mechanical Keyboard, Waterproof IP68",Electronics
The Affordable Nike Hoodie (Slim Fit),Clothing
Tommy Hilfiger Dress - Casual Everyday Wear,Clothing
Macmillan Novel - Audiobook Narration Included,Books
Textbook by Macmillan | Mass Market Paperback | Premium,Books
Buy MAC Concealer (Broad Spectrum SPF 50),Beauty
Premium T-Shirt: Under Armour release featuring Slim Fit,Clothing
The Must-Have Bosch Microwave Oven (Energy Efficient Rating),Home
Lenovo Must-Have Router with 30-hour battery life,Electronics
The Exclusive Lenovo Tablet (Wi-Fi 6 Enabled),Electronics
Clinique Concealer - Broad Spectrum SPF 50,Beauty
Buy The Ordinary Liquid Lipstick (Infused with Hyaluronic Acid),Beauty
Cuisinart Modern Microwave Oven with Premium Stainless Steel,Home
Jabra Original Router - 128GB Storage - Exclusive Choice,Electronics
The Must-Have MAC Foundation (Intensely Hydrating),Beauty
Buy The Ordinary Face Wash (Dermatologist Tested For Sensitive Skin),Beauty
Cuisinart Robot Vacuum - Smart LED Compatible,Home
Buy Simon & Schuster Programming Guide (Revised and Updated Edition),Books
"Bestselling Macmillan Biography, Signed Copy",Books
IKEA Top-Rated Air Purifier with True HEPA Filter,Home
Fenty Beauty Shampoo - Sulfate and Paraben Free,Beauty
O'Reilly Original Poetry Collection - Special Collector's Edition - Top-Rated Choice,Books
Luxury Cookbook: Penguin release featuring Audiobook Narration Included,Books
The Top-Rated Bantam Sci-Fi Novel (Pulitzer Prize Winning),Books
Router by Samsung | Waterproof IP68 | Must-Have,Electronics
Modern Robot Vacuum: KitchenAid release featuring Egyptian Cotton King Size,Home
T-Shirt by Puma | Casual Everyday Wear | Luxury,Clothing
"Durable Olay Foundation, Anti-Aging Formula",Beauty
Luxury Stand Mixer: Eufy release featuring Ceramic Non-Stick,Home
Apple Bluetooth Speaker - 4K Ultra HD,Electronics
Simon & Schuster Cookbook - Fully Illustrated,Books
The Bestselling Philips Microwave Oven (Ergonomic Lumbar Support),Home
Estee Lauder Luxury Vitamin C Serum with Broad Spectrum SPF 50,Beauty
Ralph Lauren Running Shoes - Wrinkle-Free,Clothing
