text,label
Must-Have Polo Shirt: Adidas release featuring Athletic Performance Fit,Clothing
Anker Router - Fast Charging support,Electronics
"Apple Mechanical Keyboard - 16GB RAM, 512GB NVMe SSD",Electronics
"Affordable Penguin Poetry Collection, Pulitzer Prize Winning",Books
Estee Lauder Sunscreen - Matte Finish,Beauty
"The Affordable Asus Mechanical Keyboard (16GB RAM, 512GB NVMe SSD)",Electronics
Textbook by O'Reilly | Mass Market Paperback | Exclusive,Books
Buy CeraVe Liquid Lipstick (24-Hour Long Lasting),Beauty
The Modern Puma Hoodie (Wrinkle-Free),Clothing
KitchenAid Top-Rated Robot Vacuum with Dishwasher Safe,Home
The Bestselling Lenovo Gaming Mouse (128GB Storage),Electronics
Buy Bose Smart TV (128GB Storage),Electronics
Buy MAC Face Wash (Anti-Aging Formula),Beauty
Buy LG Air Purifier (Quiet Operation),Home
Scholastic Novel - Signed Copy,Books
Buy LG Air Purifier (Egyptian Cotton King Size),Home
T-Shirt by Vans | Casual Everyday Wear | Elegant,Clothing
Scholastic Biography - Special Collector's Edition,Books
Clinique Original Body Lotion - Anti-Aging Formula - Durable Choice,Beauty
MAC Premium Mascara with Broad Spectrum SPF 50,Beauty
Luxury Stand Mixer: Philips release featuring Premium Stainless Steel,Home
The Bestselling Neutrogena Concealer (100% Vegan & Cruelty-Free),Beauty
Buy Neutrogena Vitamin C Serum (24-Hour Long Lasting),Beauty
Premium Coffee Maker: IKEA release featuring Quiet Operation,Home
Bantam Historical Fiction - Signed Copy,Books
"High-Quality Clinique Perfume, Anti-Aging Formula",Beauty
The Classic Eufy Robot Vacuum (Energy Efficient Rating),Home
Clinique Modern Sunscreen with Broad Spectrum SPF 50,Beauty
Cuisinart Air Purifier - Fully Programmable,Home
The Ordinary Vitamin C Serum - Sulfate and Paraben Free,Beauty
The Elegant Vans Dress (Breathable Mesh),Clothing
Top-Rated Jeans: Converse release featuring Wrinkle-Free,Clothing
Ralph Lauren T-Shirt - Athletic Performance Fit,Clothing
Track Pants by Puma | Slim Fit | High-Quality,Clothing
Buy KitchenAid Toaster (Ceramic Non-Stick),Home
Self-Help Book by HarperCollins | Signed Copy | Top-Rated,Books
The Luxury Nike Sweater (Vintage Wash),Clothing
MAC Classic Body Lotion with Sulfate and Paraben Free,Beauty
The Durable Neutrogena Sunscreen (Matte Finish),Beauty
Under Armour Original Jacket - Vintage Wash - Must-Have Choice,Clothing
Nike Must-Have T-Shirt with Athletic Performance Fit,Clothing
The Luxury Lenovo Gaming Mouse (120Hz OLED Display),Electronics
Buy Bosch Office Chair (Fully Programmable),Home
The Elegant Penguin Self-Help Book (Fully Illustrated),Books
Cuisinart Original Robot Vacuum - Premium Stainless Steel - Classic Choice,Home
Dell Classic Gaming Mouse with Ultra-Slim Design,Electronics
"Top-Rated Dove Body Lotion, Broad Spectrum SPF 50",Beauty
Buy Jabra Router (128GB Storage),Electronics
"Top-Rated Simon & Schuster Cookbook, Audiobook Narration Included",Books
The Durable Olay Moisturizer (100% Vegan & Cruelty-Free),Beauty
Converse Original Chinos - Water Resistant - Bestselling Choice,Clothing
Tupperware Air Purifier - True HEPA Filter,Home
Buy CeraVe Liquid Lipstick (Dermatologist Tested For Sensitive Skin),Beauty
The Modern Nike Jeans (4-Way Stretch Fabric),Clothing
Tupperware Vacuum Cleaner - Dishwasher Safe,Home
The Top-Rated O'Reilly Biography (Signed Copy),Books
Coffee Maker by LG | Ceramic Non-Stick | Exclusive,Home
Buy Nike Dress (Vintage Wash),Clothing
The Modern H&M Shorts (Water Resistant),Clothing
Buy Nike Track Pants (100% Organic Cotton),Clothing
Puma Classic Hoodie with Casual Everyday Wear,Clothing
"High-Quality Estee Lauder Perfume, Sulfate and Paraben Free",Beauty
"Modern Breville Office Chair, True HEPA Filter",Home
Levi's Sweater - 100% Organic Cotton,Clothing
The Durable Simon & Schuster Poetry Collection (New York Times Bestseller),Books
Buy Ninja Blender (Smart LED Compatible),Home
Buy Calvin Klein Jeans (Athletic Performance Fit),Clothing
Nike Premium Dress with Wrinkle-Free,Clothing
Tommy Hilfiger Shorts - Athletic Performance Fit,Clothing
Buy Zara Track Pants (Vintage Wash),Clothing
"Exclusive Maybelline Face Wash, Intensely Hydrating",Beauty
Puma Hoodie - Breathable Mesh,Clothing
NARS Original Body Lotion - Anti-Aging Formula - Must-Have Choice,Beauty
Buy Macmillan Sci-Fi Novel (Audiobook Narration Included),Books
Biography by Penguin | Fully Illustrated | Bestselling,Books
Modern Textbook: Simon & Schuster release featuring Audiobook Narration Included,Books
Fenty Beauty Original Face Wash - Dermatologist Tested For Sensitive Skin - Top-Rated Choice,Beauty
Bantam Luxury Self-Help Book with Signed Copy,Books
Novel by Simon & Schuster | Fully Illustrated | Premium,Books
Samsung Power Bank - Active Noise Cancelling,Electronics
Simon & Schuster Original Novel - Kindle eBook Edition - Must-Have Choice,Books
The Luxury Anker Monitor (4K Ultra HD),Electronics
Historical Fiction by Bantam | Signed Copy | Bestselling,Books
Premium Sweater: Levi's release featuring Vintage Wash,Clothing
Exclusive Concealer: L'Oreal release featuring Dermatologist Tested For Sensitive Skin,Beauty
Durable Smartwatch: Apple release featuring Ultra-Slim Design,Electronics
Eye Shadow Palette by Neutrogena | Fragrance-Free | Modern,Beauty
The Top-Rated L'Oreal Liquid Lipstick (Fragrance-Free),Beauty
"Premium Dyson Stand Mixer, Dishwasher Safe",Home
KitchenAid Stand Mixer - Energy Efficient Rating,Home
Programming Guide by Bantam | Audiobook Narration Included | Bestselling,Books
Buy Bosch Air Purifier (Energy Efficient Rating),Home
Dove Eye Shadow Palette - Broad Spectrum SPF 50,Beauty
Elegant Air Purifier: Whirlpool release featuring Dishwasher Safe,Home
"Elegant CeraVe Sunscreen, Anti-Aging Formula",Beauty
"Modern CeraVe Mascara, Broad Spectrum SPF 50",Beauty
Elegant Jacket: Ralph Lauren release featuring Slim Fit,Clothing
O'Reilly Original Textbook - New York Times Bestseller - Modern Choice,Books
MAC Modern Vitamin C Serum with Intensely Hydrating,Beauty
The Ordinary Mascara - Matte Finish,Beauty
"Durable Vans Dress, Athletic Performance Fit",Clothing
Buy Simon & Schuster Cookbook (Audiobook Narration Included),Books
"Top-Rated NARS Concealer, Dermatologist Tested For Sensitive Skin",Beauty
HarperCollins Modern Mystery Thriller with Special Collector's Edition,Books
The Exclusive The Ordinary Liquid Lipstick (100% Vegan & Cruelty-Free),Beauty
The Ordinary Original Face Wash - 100% Vegan & Cruelty-Free - Luxury Choice,Beauty
"Luxury Eufy Toaster, Premium Stainless Steel",Home
Stand Mixer by Tupperware | Egyptian Cotton King Size | Modern,Home
Under Armour Original Jacket - Slim Fit - Top-Rated Choice,Clothing
MAC Original Vitamin C Serum - 24-Hour Long Lasting - Exclusive Choice,Beauty
Buy Asus Tablet (120Hz OLED Display),Electronics
Macmillan Novel - Special Collector's Edition,Books
IKEA Original Robot Vacuum - True HEPA Filter - Must-Have Choice,Home
Chinos by H&M | Breathable Mesh | Exclusive,Clothing
KitchenAid Bed Sheets - Quiet Operation,Home
"High-Quality Asus Router, 120Hz OLED Display",Electronics
Buy Simon & Schuster Cookbook (Hardcover Edition),Books
Moisturizer by Neutrogena | 100% Vegan & Cruelty-Free | Bestselling,Beauty
The Durable Nike Dress (Fleece Lined),Clothing
Dove High-Quality Perfume with Anti-Aging Formula,Beauty
Premium Biography: Macmillan release featuring Pulitzer Prize Winning,Books
Asus Original Smartphone - 120Hz OLED Display - Modern Choice,Electronics
Perfume by L'Oreal | Dermatologist Tested For Sensitive Skin | Bestselling,Beauty
Classic Vacuum Cleaner: Eufy release featuring Premium Stainless Steel,Home
Buy HP Router (30-hour battery life),Electronics
Buy Vans Shorts (100% Organic Cotton),Clothing
The Luxury Samsung Smart TV (120Hz OLED Display),Electronics
"High-Quality HarperCollins Poetry Collection, Signed Copy",Books
Modern Gaming Mouse: Acer release featuring 120Hz OLED Display,Electronics
Buy Zara Jeans (Casual Everyday Wear),Clothing
"High-Quality Bantam Programming Guide, Signed Copy",Books
The Durable NARS Eye Shadow Palette (Matte Finish),Beauty
Macmillan Original Cookbook - Hardcover Edition - Top-Rated Choice,Books
Graphic Novel by Macmillan | Signed Copy | Bestselling,Books
Buy Tupperware Robot Vacuum (Ceramic Non-Stick),Home
O'Reilly Top-Rated Mystery Thriller with New York Times Bestseller,Books
Luxury Coffee Maker: KitchenAid release featuring Dishwasher Safe,Home
Stand Mixer by Ninja | True HEPA Filter | High-Quality,Home
Asus Original Mechanical Keyboard - Fast Charging support - Premium Choice,Electronics
"Affordable The Ordinary Eye Shadow Palette, 100% Vegan & Cruelty-Free",Beauty
The Top-Rated HP Bluetooth Speaker (Ultra-Slim Design),Electronics
Bestselling Toaster: Tupperware release featuring Quiet Operation,Home
Buy Adidas Running Shoes (Fleece Lined),Clothing
Table Lamp by Eufy | Ergonomic Lumbar Support | Premium,Home
Adidas Dress - Slim Fit,Clothing
Buy Estee Lauder Perfume (Fragrance-Free),Beauty
Affordable Smartphone: Sony release featuring Fast Charging support,Electronics
Bantam Biography - Hardcover Edition,Books
The Bestselling Penguin Textbook (Mass Market Paperback),Books
Vitamin C Serum by Dove | 24-Hour Long Lasting | Premium,Beauty
"Durable Asus Tablet, 4K Ultra HD",Electronics
"Bestselling H&M Hoodie, Casual Everyday Wear",Clothing
Luxury Historical Fiction: Macmillan release featuring Revised and Updated Edition,Books
"Top-Rated Bose Smartphone, Active Noise Cancelling",Electronics
Exclusive Mystery Thriller: Scholastic release featuring Revised and Updated Edition,Books
Affordable Gaming Mouse: Dell release featuring Active Noise Cancelling,Electronics
Vans High-Quality Hoodie with 100% Organic Cotton,Clothing
Whirlpool Original Robot Vacuum - Quiet Operation - Durable Choice,Home
Maybelline Sunscreen - Broad Spectrum SPF 50,Beauty
The Premium KitchenAid Office Chair (Quiet Operation),Home
Penguin Exclusive Sci-Fi Novel with Pulitzer Prize Winning,Books
Classic Cookbook: Simon & Schuster release featuring Hardcover Edition,Books
Bose Original Wireless Headphones - 120Hz OLED Display - Luxury Choice,Electronics
Wireless Headphones by LG | Wi-Fi 6 Enabled | Bestselling,Electronics
"Elegant Breville Bed Sheets, Premium Stainless Steel",Home
Buy HarperCollins Poetry Collection (Special Collector's Edition),Books
Bantam Textbook - Hardcover Edition,Books
The Premium Adidas Jeans (Water Resistant),Clothing
"Elegant KitchenAid Blender, Premium Stainless Steel",Home
Must-Have Mechanical Keyboard: Sony release featuring Ultra-Slim Design,Electronics
Buy HP Router (Wi-Fi 6 Enabled),Electronics
Zara Original Polo Shirt - Fleece Lined - Top-Rated Choice,Clothing
Buy Dove Foundation (Fragrance-Free),Beauty
"Bestselling HarperCollins Poetry Collection, Mass Market Paperback",Books
Samsung Top-Rated Bluetooth Speaker with 120Hz OLED Display,Electronics
HarperCollins Premium Self-Help Book with Fully Illustrated,Books
The Luxury Dove Mascara (Fragrance-Free),Beauty
Buy Bose Wireless Headphones (Active Noise Cancelling),Electronics
The Modern Tupperware Microwave Oven (Fully Programmable),Home
The Luxury Estee Lauder Eye Shadow Palette (Sulfate and Paraben Free),Beauty
O'Reilly Original Sci-Fi Novel - Mass Market Paperback - Affordable Choice,Books
Top-Rated Running Shoes: Converse release featuring Athletic Performance Fit,Clothing
Premium Moisturizer: Neutrogena release featuring Anti-Aging Formula,Beauty
The Bestselling H&M Sweater (Athletic Performance Fit),Clothing
Simon & Schuster Original Cookbook - Special Collector's Edition - Durable Choice,Books
Buy Asus Smartwatch (30-hour battery life),Electronics
Exclusive Concealer: Maybelline release featuring Sulfate and Paraben Free,Beauty
Under Armour Durable Chinos with Breathable Mesh,Clothing
"Classic L'Oreal Eye Shadow Palette, Broad Spectrum SPF 50",Beauty
"Exclusive Dove Eye Shadow Palette, Dermatologist Tested For Sensitive Skin",Beauty
Clinique Mascara - Matte Finish,Beauty
CeraVe Body Lotion - Fragrance-Free,Beauty
HP Wireless Headphones - Active Noise Cancelling,Electronics
Calvin Klein Hoodie - Wrinkle-Free,Clothing
Buy Simon & Schuster Cookbook (Mass Market Paperback),Books
"Sony Wireless Headphones - 16GB RAM, 512GB NVMe SSD",Electronics
KitchenAid Robot Vacuum - Dishwasher Safe,Home
O'Reilly Original Poetry Collection - Pulitzer Prize Winning - Exclusive Choice,Books
The Top-Rated Acer Wireless Headphones (Active Noise Cancelling),Electronics
Buy Lenovo Mechanical Keyboard (30-hour battery life),Electronics
Jabra Power Bank - 30-hour battery life,Electronics
Concealer by Dove | Sulfate and Paraben Free | Premium,Beauty
Tupperware Modern Coffee Maker with True HEPA Filter,Home
The Modern Neutrogena Face Wash (Matte Finish),Beauty
The Classic Nike Polo Shirt (Fleece Lined),Clothing
Levi's Must-Have Polo Shirt with Casual Everyday Wear,Clothing
"Luxury Under Armour Jacket, Wrinkle-Free",Clothing
Dyson Durable Microwave Oven with Ergonomic Lumbar Support,Home
Classic Power Bank: Jabra release featuring Wi-Fi 6 Enabled,Electronics
Classic Sunscreen: CeraVe release featuring Broad Spectrum SPF 50,Beauty
The Exclusive MAC Face Wash (100% Vegan & Cruelty-Free),Beauty
Asus Original Power Bank - Waterproof IP68 - Bestselling Choice,Electronics
HP Original Tablet - Wi-Fi 6 Enabled - Luxury Choice,Electronics
Cookware Set by Bosch | Premium Stainless Steel | Premium,Home
Neutrogena Original Vitamin C Serum - Matte Finish - Exclusive Choice,Beauty
Calvin Klein Polo Shirt - Fleece Lined,Clothing
Dyson Premium Cookware Set with Smart LED Compatible,Home
Bosch Toaster - Energy Efficient Rating,Home
"High-Quality Levi's Shorts, 4-Way Stretch Fabric",Clothing
The Modern MAC Sunscreen (Broad Spectrum SPF 50),Beauty
Buy Neutrogena Foundation (Dermatologist Tested For Sensitive Skin),Beauty
Buy Maybelline Moisturizer (100% Vegan & Cruelty-Free),Beauty
Samsung Affordable Router with 120Hz OLED Display,Electronics
The Premium Lenovo Wireless Headphones (120Hz OLED Display),Electronics
Clinique Original Face Wash - 100% Vegan & Cruelty-Free - High-Quality Choice,Beauty
Adidas Sweater - Casual Everyday Wear,Clothing
Maybelline Original Body Lotion - 24-Hour Long Lasting - Elegant Choice,Beauty
Samsung Affordable Smartwatch with Wi-Fi 6 Enabled,Electronics
The Bestselling H&M Sneakers (Casual Everyday Wear),Clothing
Ninja Coffee Maker - Premium Stainless Steel,Home
H&M Shorts - 4-Way Stretch Fabric,Clothing
Buy Bantam Sci-Fi Novel (Signed Copy),Books
"Modern Scholastic Graphic Novel, New York Times Bestseller",Books
Tommy Hilfiger Original Running Shoes - Casual Everyday Wear - Modern Choice,Clothing
Sneakers by Zara | Vintage Wash | Durable,Clothing
Ninja Air Purifier - Premium Stainless Steel,Home
Durable Microwave Oven: Cuisinart release featuring Ceramic Non-Stick,Home
The Classic Dyson Office Chair (Ergonomic Lumbar Support),Home
HarperCollins Luxury Graphic Novel with Revised and Updated Edition,Books
Buy Scholastic Programming Guide (Audiobook Narration Included),Books
"Durable Calvin Klein Shorts, Slim Fit",Clothing
High-Quality Jeans: Nike release featuring Vintage Wash,Clothing
Acer Luxury Wireless Headphones with Ultra-Slim Design,Electronics
The Classic MAC Eye Shadow Palette (Matte Finish),Beauty
Ninja Stand Mixer - Premium Stainless Steel,Home
Buy NARS Body Lotion (Matte Finish),Beauty
Biography by Penguin | New York Times Bestseller | Luxury,Books
Buy L'Oreal Face Wash (Anti-Aging Formula),Beauty
The Affordable Clinique Liquid Lipstick (Dermatologist Tested For Sensitive Skin),Beauty
Buy Asus Smart TV (Active Noise Cancelling),Electronics
Buy L'Oreal Vitamin C Serum (100% Vegan & Cruelty-Free),Beauty
Buy Bantam Textbook (Kindle eBook Edition),Books
Liquid Lipstick by Dove | Broad Spectrum SPF 50 | Bestselling,Beauty
"Top-Rated Bantam Textbook, Pulitzer Prize Winning",Books
Ralph Lauren Original Sneakers - Vintage Wash - Luxury Choice,Clothing
Durable Track Pants: H&M release featuring 4-Way Stretch Fabric,Clothing
Under Armour Luxury Hoodie with Vintage Wash,Clothing
